"Instruction","Opcode","Valid 64-bit","Valid 32-bit","Valid 16-bit","Feature Flags","Operand 1","Operand 2","Operand 3","Operand 4","Tuple Type","Description"
"PUSH ib","LEX.WN 6A ib","Valid","Valid","Valid","","ib","RSP (r, w, i)","","","","Push ib."
"PUSH FS","LEX.0F.W0 A0","Valid","Valid","Valid","","SEG (r)","RSP (r, w, i)","","","","Push FS."
"PUSH GS","LEX.0F.W0 A8","Valid","Valid","Valid","","SEG (r)","RSP (r, w, i)","","","","Push GS."
"PUSH rw/mw","LEX.WW FF /6","Valid","Valid","Valid","","ModRM:r/m (r)","RSP (r, w, i)","","","","Push r/m."
"PUSHA","LEX.WW 60","Invalid","Valid","Valid","","RSP (r, w, i)","","","","","Push [E]AX, [E]CX, [E]DX, [E]BX, original [E]SP, [E]BP, [E]SI, and [E]DI."
"PUSHAD","LEX.WW 60 o32","Invalid","Valid","Valid","","RSP (r, w, i)","","","","","Push [E]AX, [E]CX, [E]DX, [E]BX, original [E]SP, [E]BP, [E]SI, and [E]DI."
"PUSHAW","LEX.WW 60 o16","Invalid","Valid","Valid","","RSP (r, w, i)","","","","","Push [E]AX, [E]CX, [E]DX, [E]BX, original [E]SP, [E]BP, [E]SI, and [E]DI."
"PUSHFD","LEX.WW 9C o32","Invalid","Valid","Valid","","RFLAGS (r, i)","RSP (r, w, i)","","","","Push EFLAGS word onto the stack."
"PUSHFQ","LEX.WW 9C o64","Valid","Invalid","Invalid","","RFLAGS (r, i)","RSP (r, w, i)","","","","Push RFLAGS word onto the stack."
"PUSHFW","LEX.WW 9C o16","Valid","Valid","Valid","","RFLAGS (r, i)","RSP (r, w, i)","","","","Push FLAGS word onto the stack."
"RCL r8/m8, ib","LEX.WB C0 /2 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Rotate 9 bits (CF, r8/m8) left ib times."
"RCL rw/mw, ib","LEX.WX C1 /2 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Rotate 33 bits (CF, r/m) left ib times."
"RCL r8/m8","LEX.WB D0 /2","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Rotate 9 bits (CF, r8/m8) left once."
"RCL rw/mw","LEX.WX D1 /2","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Rotate 33 bits (CF, r/m) left once."
"RCL r8/m8, CL","LEX.WB D2 /2","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Rotate 9 bits (CF, r8/m8) left CL times."
"RCL rw/mw, CL","LEX.WX D3 /2","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Rotate 33 bits (CF, r/m) left CL times."
"RCR r8/m8, ib","LEX.WB C0 /3 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Rotate 9 bits (CF, r8/m8) right ib times."
"RCR rw/mw, ib","LEX.WX C1 /3 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Rotate 33 bits (CF, r/m) right ib times."
"RCR r8/m8","LEX.WB D0 /3","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Rotate 9 bits (CF, r8/m8) right once."
"RCR rw/mw","LEX.WX D1 /3","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Rotate 33 bits (CF, r/m) right once. Uses a 6 bit count."
"RCR r8/m8, CL","LEX.WB D2 /3","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Rotate 9 bits (CF, r8/m8) right CL times."
"RCR rw/mw, CL","LEX.WX D3 /3","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Rotate 33 bits (CF, r/m) right CL times."
"RDMSR","LEX.0F.W0 32","Valid","Valid","Valid","","","","","","","Read MSR specified by ECX into EDX:EAX."
"RDPMC","LEX.0F.W0 33","Valid","Valid","Valid","","","","","","","Read performance-monitoring counter specified by ECX into EDX:EAX."
"RDTSC","LEX.0F.W0 31","Valid","Valid","Valid","","","","","","","Read time-stamp counter into EDX:EAX."
"RDTSCP","LEX.0F.W0 01 F9","Valid","Valid","Valid","","","","","","","Read 64-bit time-stamp counter and IA32_TSC_AUX value into EDX:EAX and ECX."
"RET","LEX.WW C3","Valid","Valid","Valid","","RSP (r, w, i)","","","","","Near return to calling procedure."
"RETF","LEX.WW CB","Valid","Valid","Valid","","RSP (r, w, i)","","","","","Far return to calling procedure."
"RETF i16","LEX.WW CA i16","Valid","Valid","Valid","","i16","RSP (r, w, i)","","","","Far return to calling procedure and pop iw bytes from stack."
"RET i16","LEX.WW C2 i16","Valid","Valid","Valid","","i16","RSP (r, w, i)","","","","Near return to calling procedure and pop iw bytes from stack."
"ROL r8/m8, ib","LEX.WB C0 /0 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Rotate 8 bits r8/m8 left ib times."
"ROL rw/mw, ib","LEX.WX C1 /0 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Rotate 32 bits r/m left ib times."
"ROL r8/m8","LEX.WB D0 /0","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Rotate 8 bits r8/m8 left once."
"ROL rw/mw","LEX.WX D1 /0","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Rotate 32 bits r/m left once."
"ROL r8/m8, CL","LEX.WB D2 /0","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Rotate 8 bits r8/m8 left CL times."
"ROL rw/mw, CL","LEX.WX D3 /0","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Rotate 32 bits r/m left CL times."
"ROR r8/m8, ib","LEX.WB C0 /1 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Rotate 8 bits r8/m8 right ib times."
"ROR rw/mw, ib","LEX.WX C1 /1 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Rotate 32 bits r/m right ib times."
"ROR r8/m8","LEX.WB D0 /1","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Rotate 8 bits r8/m8 right once."
"ROR rw/mw","LEX.WX D1 /1","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Rotate 32 bits r/m right once."
"ROR r8/m8, CL","LEX.WB D2 /1","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Rotate 8 bits r8/m8 right CL times."
"ROR rw/mw, CL","LEX.WX D3 /1","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Rotate 32 bits r/m right CL times."
"RSM","LEX.0F.W0 AA","Valid","Valid","Valid","","","","","","","Resume operation of interrupted program."
"SAHF ah","LEX.WN 9E","Invalid","Valid","Valid","","RAX (r)","","","","","Loads SF, ZF, AF, PF, and CF from AH into EFLAGS register."
"SAR r8/m8, ib","LEX.WB C0 /7 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Signed divide r8/m8 by 2, ib time."
"SAR rw/mw, ib","LEX.WX C1 /7 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Signed divide r/m by 2, ib times."
"SAR r8/m8","LEX.WB D0 /7","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Signed divide r8/m8 by 2, once."
"SAR rw/mw","LEX.WX D1 /7","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Signed divide r/m by 2, once."
"SAR r8/m8, CL","LEX.WB D2 /7","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Signed divide r8/m8 by 2, CL times."
"SAR rw/mw, CL","LEX.WX D3 /7","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Signed divide r/m by 2, CL times."
"SBB r8/m8, r8","LEX.WB 18 /r lock","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Subtract with borrow r8 from r8/m8."
"SBB rw/mw, rw","LEX.WX 19 /r lock","Valid","Valid","Valid","","ModRM:r/m (w)","ModRM:reg (r)","","","","Subtract with borrow r from r/m."
"SBB r8, r8/m8","LEX.WB 1A /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Subtract with borrow r8/m8 from r8."
"SBB rw, rw/mw","LEX.WX 1B /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Subtract with borrow r/m from r."
"SBB al, ib","LEX.WN 1C ib","Valid","Valid","Valid","","RAX (r, w)","ib","","","","Subtract with borrow ib from AL."
"SBB aw, iw","LEX.WX 1D iw","Valid","Valid","Valid","","RAX (r, w)","iw","","","","Subtract with borrow iw from EAX."
"SBB r8/m8, ib","LEX.WB 80 /3 ib lock","Valid","Valid","Valid","","ModRM:r/m (w)","ib","","","","Subtract with borrow ib from r8/m8."
"SBB rw/mw, iw","LEX.WX 81 /3 iw lock","Valid","Valid","Valid","","ModRM:r/m (w)","iw","","","","Subtract with borrow iw from r/m."
"SBB rw/mw, ib","LEX.WX 83 /3 ib lock","Valid","Valid","Valid","","ModRM:r/m (w)","ib","","","","Subtract with borrow sign-extended ib from r/m."
"SCASB al, pdi","LEX.WB AE rep","Valid","Valid","Valid","","RAX (r)","RDI (r)","","","","Compare AL with byte at ES:DI/EDI/RDI then set status flags."
"SCASD aw, pdi","LEX.WX AF o32 rep","Valid","Valid","Valid","","RAX (r)","RDI (r)","","","","Compare EAX with dword at ES:DI/EDI/RDI  then set status flags."
"SCASQ aw, pdi","LEX.WX AF o64 rep","Valid","Invalid","Invalid","","RAX (r)","RDI (r)","","","","Compare RAX with quadword at ES:RDI then set status flags."
"SCASW aw, pdi","LEX.WX AF o16 rep","Valid","Valid","Valid","","RAX (r)","RDI (r)","","","","Compare AX with word at ES:DI/EDI/RDI then set status flags."
"SETA r8/m8","LEX.0F.WB 97 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if above (CF=0 and ZF=0)."
"SETAE r8/m8","LEX.0F.WB 93 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if above or equal (CF=0)."
"SETB r8/m8","LEX.0F.WB 92 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if below (CF=1)."
"SETBE r8/m8","LEX.0F.WB 96 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if below or equal (CF=1 or ZF=1)."
"SETC r8/m8","LEX.0F.WB 92 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if carry (CF=1)."
"SETE r8/m8","LEX.0F.WB 94 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if equal (ZF=1)."
"SETG r8/m8","LEX.0F.WB 9F /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if greater (ZF=0 and SF=OF)."
"SETGE r8/m8","LEX.0F.WB 9D /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if greater or equal (SF=OF)."
"SETL r8/m8","LEX.0F.WB 9C /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if less (SF!=OF)."
"SETLE r8/m8","LEX.0F.WB 9E /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if less or equal (ZF=1 or SF!=OF)."
"SETNA r8/m8","LEX.0F.WB 96 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not above (CF=1 or ZF=1)."
"SETNAE r8/m8","LEX.0F.WB 92 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not above or equal (CF=1)."
"SETNB r8/m8","LEX.0F.WB 93 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not below (CF=0)."
"SETNBE r8/m8","LEX.0F.WB 97 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not below or equal (CF=0 and ZF=0)."
"SETNC r8/m8","LEX.0F.WB 93 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not carry (CF=0)."
"SETNE r8/m8","LEX.0F.WB 95 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not equal (ZF=0)."
"SETNG r8/m8","LEX.0F.WB 9E /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not greater (ZF=1 or SF!=OF)"
"SETNGE r8/m8","LEX.0F.WB 9C /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not greater or equal (SF!=OF)."
"SETNL r8/m8","LEX.0F.WB 9D /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not less (SF=OF)."
"SETNLE r8/m8","LEX.0F.WB 9F /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not less or equal (ZF=0 and SF=OF)."
"SETNO r8/m8","LEX.0F.WB 91 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not overflow (OF=0)."
"SETNP r8/m8","LEX.0F.WB 9B /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not parity (PF=0)."
"SETNS r8/m8","LEX.0F.WB 99 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not sign (SF=0)."
"SETNZ r8/m8","LEX.0F.WB 95 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if not zero (ZF=0)."
"SETO r8/m8","LEX.0F.WB 90 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if overflow (OF=1)."
"SETP r8/m8","LEX.0F.WB 9A /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if parity (PF=1)."
"SETPE r8/m8","LEX.0F.WB 9A /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if parity even (PF=1)."
"SETPO r8/m8","LEX.0F.WB 9B /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if parity odd (PF=0)."
"SETS r8/m8","LEX.0F.WB 98 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if sign (SF=1)."
"SETZ r8/m8","LEX.0F.WB 94 /0","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set byte if zero (ZF=1)."
"SFENCE","LEX.0F.W0 AE F8","Valid","Valid","Valid","","","","","","","Serializes store operations."
"SGDT m","LEX.0F.W0 01 /0","Valid","Valid","Valid","","ModRM:r/m (w, ModRM:[7:6] must not be 11b)","","","","","Store GDTR to m."
"SHL r8/m8, ib","LEX.WB C0 /4 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Multiply r8/m8 by 2, ib times."
"SHL rw/mw, ib","LEX.WX C1 /4 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Multiply r/m by 2, ib times."
"SHL r8/m8","LEX.WB D0 /4","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Multiply r8/m8 by 2, once."
"SHL rw/mw","LEX.WX D1 /4","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Multiply r/m by 2, once."
"SHL r8/m8, CL","LEX.WB D2 /4","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Multiply r8/m8 by 2, CL times."
"SHL rw/mw, CL","LEX.WX D3 /4","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Multiply r/m by 2, CL times."
"SHLD rw/mw, rw, ib","LEX.0F.W0 A4 /r ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","ib","","","Shift r/m to left ib places while shifting bits from r in from the right."
"SHLD rw/mw, rw, ib","LEX.0F.W1 A4 /r ib","Valid","Invalid","Invalid","","ModRM:r/m (r, w)","ModRM:reg (r)","ib","","","Shift r/m to left ib places while shifting bits from r in from the right."
"SHLD rw/mw, rw, CL","LEX.0F.W0 A5 /r","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","RCX (r)","","","Shift r/m to left CL places while shifting bits from r in from the right."
"SHLD rw/mw, rw, CL","LEX.0F.W1 A5 /r","Valid","Invalid","Invalid","","ModRM:r/m (r, w)","ModRM:reg (r)","RCX (r)","","","Shift r/m to left CL places while shifting bits from r in from the right."
"SHR r8/m8, ib","LEX.WB C0 /5 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Unsigned divide r8/m8 by 2, ib times."
"SHR rw/mw, ib","LEX.WX C1 /5 ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Unsigned divide r/m by 2, ib times."
"SHR r8/m8","LEX.WB D0 /5","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Unsigned divide r8/m8 by 2, once."
"SHR rw/mw","LEX.WX D1 /5","Valid","Valid","Valid","","ModRM:r/m (r, w)","1","","","","Unsigned divide r/m by 2, once."
"SHR r8/m8, CL","LEX.WB D2 /5","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Unsigned divide r8/m8 by 2, CL times."
"SHR rw/mw, CL","LEX.WX D3 /5","Valid","Valid","Valid","","ModRM:r/m (r, w)","RCX (r)","","","","Unsigned divide r/m by 2, CL times."
"SHRD rw/mw, rw, ib","LEX.0F.W0 AC /r ib","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","ib","","","Shift r/m to right ib places while shifting bits from r in from the left."
"SHRD rw/mw, rw, ib","LEX.0F.W1 AC /r ib","Valid","Invalid","Invalid","","ModRM:r/m (r, w)","ModRM:reg (r)","ib","","","Shift r/m to right ib places while shifting bits from r in from the left."
"SHRD rw/mw, rw, CL","LEX.0F.W0 AD /r","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","RCX (r)","","","Shift r/m to right CL places while shifting bits from r in from the left."
"SHRD rw/mw, rw, CL","LEX.0F.W1 AD /r","Valid","Invalid","Invalid","","ModRM:r/m (r, w)","ModRM:reg (r)","RCX (r)","","","Shift r/m to right CL places while shifting bits from r in from the left."
"SIDT m","LEX.0F.W0 01 /1","Valid","Valid","Valid","","ModRM:r/m (w, ModRM:[7:6] must not be 11b)","","","","","Store IDTR to m."
"SLDT r32/m16","LEX.0F.W0 00 /0","Valid","Valid","Valid","","ModRM:r/m (w)","","","","","Stores segment selector from LDTR in r/m."
"SLDT r64/m16","LEX.0F.W1 00 /0","Valid","Invalid","Invalid","","ModRM:r/m (w)","","","","","Stores segment selector from LDTR in r/m."
"SMSW r32/m16","LEX.0F.W0 01 /4","Valid","Valid","Valid","","ModRM:r/m (w)","","","","","Store machine status word to r/m."
"SMSW r64/m16","LEX.0F.W1 01 /4","Valid","Invalid","Invalid","","ModRM:r/m (w)","","","","","Store machine status to r/m."
"STC","LEX.WN F9","Valid","Valid","Valid","","","","","","","Set CF flag."
"STD","LEX.WN FD","Valid","Valid","Valid","","","","","","","Set DF flag."
"STI","LEX.WN FB","Valid","Valid","Valid","","","","","","","Set interrupt flag; external, maskable interrupts enabled at the end of the next instruction."
"STOSB pdi, al","LEX.WB AA rep","Valid","Valid","Valid","","RDI (r)","RAX (r)","","","","For legacy mode, store AL at address ES:DI/EDI/RDI."
"STOSD pdi, aw","LEX.WX AB o32 rep","Valid","Valid","Valid","","RDI (r)","RAX (r)","","","","For legacy mode, store EAX at address ES:DI/EDI/RDI."
"STOSQ pdi, aw","LEX.WX AB o64 rep","Valid","Invalid","Invalid","","RDI (r)","RAX (r)","","","","Store RAX at address ES:RDI."
"STOSW pdi, aw","LEX.WX AB o16 rep","Valid","Valid","Valid","","RDI (r)","RAX (r)","","","","For legacy mode, store AX at address ES:DI/EDI/RDI."
"STR r32/m16","LEX.0F.W0 00 /1","Valid","Valid","Valid","","ModRM:r/m (w)","","","","","Stores segment selector from TR in r/m."
"STR r64/m16","LEX.0F.W1 00 /1","Valid","Valid","Valid","","ModRM:r/m (w)","","","","","Stores segment selector from TR in r/m."
"SUB r8/m8, r8","LEX.WB 28 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","","","","Subtract r8 from r8/m8."
"SUB rw/mw, rw","LEX.WX 29 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","","","","Subtract r from r/m."
"SUB r8, r8/m8","LEX.WB 2A /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract r8/m8 from r8."
"SUB rw, rw/mw","LEX.WX 2B /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract r/m from r."
"SUB al, ib","LEX.WN 2C ib","Valid","Valid","Valid","","RAX (r, w)","ib","","","","Subtract ib from AL."
"SUB aw, iw","LEX.WX 2D iw","Valid","Valid","Valid","","RAX (r, w)","iw","","","","Subtract sign-extend iw from AX/EAX/RAX."
"SUB r8/m8, ib","LEX.WB 80 /5 ib lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Subtract ib from r8/m8."
"SUB rw/mw, iw","LEX.WX 81 /5 iw lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","iw","","","","Subtract iw from r/m."
"SUB rw/mw, ib","LEX.WX 83 /5 ib lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","Subtract sign-extended ib from r/m."
"SWAPGS","LEX.0F.W0 01 F8","Valid","Invalid","Invalid","","","","","","","Exchanges the current GS base register value with the value contained in MSR address C0000102H."
"SYSCALL","LEX.0F.W0 05","Valid","Invalid","Invalid","","","","","","","Fast call to privilege level 0 system procedures."
"SYSENTER","LEX.0F.W0 34","Valid","Valid","Valid","","","","","","","Fast call to privilege level 0 system procedures."
"SYSEXIT","LEX.0F.W0 35","Valid","Valid","Valid","","","","","","","Fast return to privilege level 3 user code."
"SYSEXITQ","LEX.0F.W1 35","Valid","Invalid","Invalid","","","","","","","Fast return to 64-bit mode privilege level 3 user code."
"SYSRET","LEX.0F.W0 07","Valid","Invalid","Invalid","","","","","","","Return to compatibility mode from fast system call"
"SYSRETQ","LEX.0F.W1 07","Valid","Invalid","Invalid","","","","","","","Return to 64-bit mode from fast system call"
"TEST r8/m8, r8","LEX.WB 84 /r","Valid","Valid","Valid","","ModRM:r/m (r)","ModRM:reg (r)","","","","AND r8 with r8/m8; set SF, ZF, PF according to result."
"TEST rw/mw, rw","LEX.WX 85 /r","Valid","Valid","Valid","","ModRM:r/m (r)","ModRM:reg (r)","","","","AND r with r/m; set SF, ZF, PF according to result."
"TEST al, ib","LEX.WN A8 ib","Valid","Valid","Valid","","RAX (r)","ib","","","","AND ib with AL; set SF, ZF, PF according to result."
"TEST aw, iw","LEX.WX A9 iw","Valid","Valid","Valid","","RAX (r)","iw","","","","AND iw with EAX; set SF, ZF, PF according to result."
"TEST r8/m8, ib","LEX.WB F6 /0 ib","Valid","Valid","Valid","","ModRM:r/m (r)","ib","","","","AND ib with r8/m8; set SF, ZF, PF according to result."
"TEST rw/mw, iw","LEX.WX F7 /0 iw","Valid","Valid","Valid","","ModRM:r/m (r)","iw","","","","AND iw with r/m; set SF, ZF, PF according to result."
"UD0 rw, rw/mw","LEX.0F.W0 FF /r","Valid","Valid","Valid","","ModRM:reg (r)","ModRM:r/m (r)","","","","Raise invalid opcode exception."
"UD1 rw, rw/mw","LEX.0F.W0 B9 /r","Valid","Valid","Valid","","ModRM:reg (r)","ModRM:r/m (r)","","","","Raise invalid opcode exception."
"UD2","LEX.0F.W0 0B","Valid","Valid","Valid","","","","","","","Raise invalid opcode exception."
"VERR r16/m16","LEX.0F.W0 00 /4","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set ZF=1 if segment specified with r/m can be read."
"VERW r16/m16","LEX.0F.W0 00 /5","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Set ZF=1 if segment specified with r/m can be written."
"WBINVD","LEX.0F.W0 09","Valid","Valid","Valid","","","","","","","Write back and flush Internal caches; initiate writing-back and flushing of external caches."
"WRMSR","LEX.0F.W0 30","Valid","Valid","Valid","","","","","","","Write the value in EDX:EAX to MSR specified by ECX."
"XADD r8/m8, r8","LEX.0F.W0 C0 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r, w)","","","","Exchange r8 and r8/m8; load sum into r8/m8."
"XADD rw/mw, rw","LEX.0F.WX C1 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r, w)","","","","Exchange r and r/m; load sum into r/m."
"XCHG r8/m8, r8","LEX.WB 86 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","","","","Exchange r8 (byte register) with byte from r8/m8."
"XCHG rw/mw, rw","LEX.WX 87 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","","","","Exchange r with doubleword from r/m."
"XCHG rw, aw","LEX.WX 90+r","Valid","Valid","Valid","","opcode +r (r, w)","RAX (r, w)","","","","Exchange AX/EAX/RAX with r."
"XGETBV","LEX.0F.W0 01 D0","Valid","Valid","Valid","","","","","","","Reads an XCR specified by ECX into EDX:EAX."
"XLATB","LEX.WN D7","Valid","Valid","Valid","","","RAX (r, w)","RBX (r)","","","Set AL to memory byte DS:[(E)BX + unsigned AL]."
"XOR r8/m8, r8","LEX.WB 30 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","","","","r8/m8 XOR r8."
"XOR rw/mw, rw","LEX.WX 31 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","","","","r/m XOR r."
"XOR r8, r8/m8","LEX.WB 32 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","r8 XOR r8/m8."
"XOR rw, rw/mw","LEX.WX 33 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","r XOR r/m."
"XOR al, ib","LEX.WN 34 ib","Valid","Valid","Valid","","RAX (r, w)","ib","","","","AL XOR ib."
"XOR aw, iw","LEX.WX 35 iw","Valid","Valid","Valid","","RAX (r, w)","iw","","","","AX/EAX/RAX XOR sign-extend iw."
"XOR r8/m8, ib","LEX.WB 80 /6 ib lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","r8/m8 XOR ib."
"XOR rw/mw, iw","LEX.WX 81 /6 iw lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","iw","","","","r/m XOR sign-extend iw."
"XOR rw/mw, ib","LEX.WX 83 /6 ib lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ib","","","","r/m XOR sign-extend ib."
"XRSTOR mem","LEX.0F.W0 AE /5","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Restore state components specified by EDX:EAX from mem."
"XRSTOR64 mem","LEX.0F.W1 AE /5","Valid","Invalid","Invalid","","ModRM:r/m (r)","","","","","Restore state components specified by EDX:EAX from mem."
"XRSTORS mem","LEX.0F.W0 C7 /3","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Restore state components specified by EDX:EAX from mem."
"XRSTORS64 mem","LEX.0F.W1 C7 /3","Valid","Invalid","Invalid","","ModRM:r/m (r)","","","","","Restore state components specified by EDX:EAX from mem."
"XSAVE mem","LEX.0F.W0 AE /4","Valid","Valid","Valid","","ModRM:r/m (w)","","","","","Save state components specified by EDX:EAX to mem."
"XSAVE64 mem","LEX.0F.W1 AE /4","Valid","Invalid","Invalid","","ModRM:r/m (w)","","","","","Save state components specified by EDX:EAX to mem."
"XSAVEC mem","LEX.0F.W0 C7 /4","Valid","Valid","Valid","","ModRM:r/m (w)","","","","","Save state components specified by EDX:EAX to mem with compaction."
"XSAVEC64 mem","LEX.0F.W1 C7 /4","Valid","Invalid","Invalid","","ModRM:r/m (w)","","","","","Save state components specified by EDX:EAX to mem with compaction."
"XSAVES mem","LEX.0F.W0 C7 /5","Valid","Valid","Valid","","ModRM:r/m (w)","","","","","Save state components specified by EDX:EAX to mem with compaction, optimizing if possible."
